Mod:Item:MetaData, Localized Name
hbm:item.bedrock_ore:341, Crystalline Bedrock Ore, Washed Dissolved Byproduct
hbm:item.bedrock_ore:357, Crystalline Bedrock Ore, Cleaned Byproduct
hbm:item.bedrock_ore:373, Crystalline Bedrock Ore, Roasted Cleaned Byproduct
hbm:item.bedrock_ore:389, Crystalline Bedrock Ore, Seared Cleaned Byproduct
hbm:item.bedrock_ore:405, Crystalline Bedrock Ore, Washed Cleaned Byproduct
hbm:item.bedrock_ore_fragment:600, Coal Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:601, Lignite Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:1430, Diamond Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:2600, Iron Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:7900, Gold Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:1, Redstone Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:2902, Bauxite Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:2903, Cryolite Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:9200, Uranium Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:9238, Uranium-238 Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:9032, Thorium-232 Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:8410, Polonium-210 Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:4399, Technetium-99 Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:8826, Radium-226 Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:2200, Titanium Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:2900, Copper Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:7400, Tungsten Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:1300, Aluminium Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:8200, Lead Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:8300, Bismuth Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:6000, Neodymium Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:4100, Niobium Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:400, Beryllium Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:401, Emerald Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:2700, Cobalt Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:500, Boron Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:501, Borax Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:5700, Lanthanium Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:4000, Zirconium Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:1100, Sodium Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:1101, Sodalite Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:3800, Strontium Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:300, Lithium Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:1600, Sulfur Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:700, Niter Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:900, Fluorite Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:1500, Red Phosphorus Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:1701, Chlorocalcite Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:1702, Molysite Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:8001, Cinnabar Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:1400, Silicon Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:1401, Asbestos Bedrock Ore Fragment
hbm:item.bedrock_ore_fragment:20000, Rare Earth Bedrock Ore Fragment
hbm:item.crystal_coal, Coal Crystals
hbm:item.crystal_iron, Iron Crystals
hbm:item.crystal_gold, Gold Crystals
hbm:item.crystal_redstone, Redstone Crystals
hbm:item.crystal_lapis, Lapis Crystals
hbm:item.crystal_diamond, Diamond Crystals
hbm:item.crystal_uranium, Uranium Crystals
hbm:item.crystal_thorium, Thorium Crystals
hbm:item.crystal_plutonium, Plutonium Crystals
hbm:item.crystal_titanium, Titanium Crystals
hbm:item.crystal_sulfur, Sulfur Crystals
hbm:item.crystal_niter, Niter Crystals
hbm:item.crystal_copper, Copper Crystals
hbm:item.crystal_tungsten, Tungsten Crystals
hbm:item.crystal_aluminium, Aluminium Crystals
hbm:item.crystal_fluorite, Fluorite Crystals
hbm:item.crystal_beryllium, Beryllium Crystals
hbm:item.crystal_lead, Lead Crystals
hbm:item.crystal_schraranium, Schraranium Crystals
hbm:item.crystal_schrabidium, Schrabidium Crystals
hbm:item.crystal_rare, Rare Earth Crystals
hbm:item.crystal_phosphorus, Phosphorus Crystals
hbm:item.crystal_lithium, Lithium Crystals
hbm:item.crystal_cobalt, Cobalt Crystals
hbm:item.crystal_starmetal, Starmetal Crystals
hbm:item.crystal_cinnebar, Cinnabar Crystals
hbm:item.crystal_trixite, Trixite Crystals
hbm:item.crystal_osmiridium, Osmiridium Crystals
hbm:item.gem_sodalite, Sodalite
hbm:item.gem_tantalium, Tantalium Polycrystal
hbm:item.gem_volcanic, Volcanic Gem
hbm:item.gem_rad, Radioactive Gem
hbm:item.gem_alexandrite, Alexandrite
hbm:item.fragment_neodymium, Neodymium Fragment
hbm:item.fragment_cobalt, Cobalt Fragment
hbm:item.fragment_niobium, Niobium Fragment
hbm:item.fragment_cerium, Cerium Fragment
hbm:item.fragment_lanthanium, Lanthanium Fragment
hbm:item.fragment_actinium, Actinium-227 Fragment
hbm:item.fragment_boron, Boron Fragment
hbm:item.fragment_meteorite, Meteorite Fragment
hbm:item.fragment_coltan, Coltan
hbm:item.chunk_ore:0, Rare Earth Ore Chunk
hbm:item.chunk_ore:1, Malachite Chunk
hbm:item.chunk_ore:2, Cryolite Chunk
hbm:item.chunk_ore:3, Moonstone
hbm:item.biomass, Biomass
hbm:item.biomass_compressed, Compressed Biomass
hbm:item.bio_wafer, Algae Wafer
hbm:item.nugget_uranium, Uranium Nugget
hbm:item.nugget_u233, Uranium-233 Nugget
hbm:item.nugget_u235, Uranium-235 Nugget
hbm:item.nugget_u238, Uranium-238 Nugget
hbm:item.nugget_th232, Thorium-232 Nugget
hbm:item.nugget_plutonium, Plutonium Nugget
hbm:item.nugget_pu238, Plutonium-238 Nugget
hbm:item.nugget_pu239, Plutonium-239 Nugget
hbm:item.nugget_pu240, Plutonium-240 Nugget
hbm:item.nugget_pu241, Plutonium-241 Nugget
hbm:item.nugget_pu_mix, Reactor Grade Plutonium Nugget
hbm:item.nugget_am241, Americium-241 Nugget
hbm:item.nugget_am242, Americium-242 Nugget
hbm:item.nugget_am_mix, Reactor Grade Americium Nugget
hbm:item.nugget_neptunium, Neptunium Nugget
hbm:item.nugget_polonium, Polonium-210 Nugget
hbm:item.nugget_cobalt, Cobalt Nugget
hbm:item.nugget_co60, Cobalt-60 Nugget
hbm:item.nugget_sr90, Strontium-90 Nugget
hbm:item.nugget_technetium, Technetium-99 Nugget
hbm:item.nugget_au198, Gold-198 Nugget
hbm:item.nugget_pb209, Lead-209 Nugget
hbm:item.nugget_ra226, Radium-226 Nugget
hbm:item.nugget_actinium, Actinium-227 Nugget
hbm:item.nugget_lead, Lead Nugget
hbm:item.nugget_bismuth, Bismuth Nugget
hbm:item.nugget_arsenic, Arsenic Nugget
hbm:item.nugget_tantalium, Tantalium Nugget
hbm:item.nugget_silicon, Silicon Nugget
hbm:item.nugget_niobium, Niobium Nugget
hbm:item.nugget_beryllium, Beryllium Nugget
hbm:item.nugget_schrabidium, Schrabidium Nugget
hbm:item.nugget_solinium, Solinium Nugget
hbm:item.nugget_gh336, Ghiorsium-336 Nugget
hbm:item.nugget_uranium_fuel, Nugget of Uranium Fuel
hbm:item.nugget_thorium_fuel, Nugget of Thorium Fuel
hbm:item.nugget_plutonium_fuel, Nugget of Plutonium Fuel
hbm:item.nugget_neptunium_fuel, Neptunium Fuel Nugget
hbm:item.nugget_mox_fuel, Nugget of MOX Fuel
hbm:item.nugget_americium_fuel, Americium Fuel Nugget
hbm:item.nugget_schrabidium_fuel, Nugget of Schrabidium Fuel
hbm:item.nugget_hes, Highly Enriched Schrabidium Fuel Nugget
hbm:item.nugget_les, Low Enriched Schrabidium Fuel Nugget
hbm:item.nugget_zirconium, Zirconium Splinter
hbm:item.nugget_australium, Australium Nugget
hbm:item.nugget_australium_lesser, Lesser Australium Nugget
hbm:item.nugget_australium_greater, Greater Australium Nugget
hbm:item.nugget_desh, Desh Nugget
hbm:item.nugget_euphemium, Euphemium Nugget
hbm:item.nugget_dineutronium, Dineutronium Nugget
hbm:item.nugget_osmiridium, Osmiridium Nugget
hbm:item.plate_iron, Iron Plate
hbm:item.plate_gold, Gold Plate
hbm:item.plate_titanium, Titanium Plate
hbm:item.plate_aluminium, Aluminium Plate
hbm:item.plate_steel, Steel Plate
hbm:item.plate_lead, Lead Plate
hbm:item.plate_copper, Copper Plate
hbm:item.plate_advanced_alloy, Advanced Alloy Plate
hbm:item.plate_dura_steel, High-Speed Steel Plate
hbm:item.neutron_reflector, Neutron Reflector
hbm:item.plate_schrabidium, Schrabidium Plate
hbm:item.plate_combine_steel, CMB Steel Plate
hbm:item.plate_mixed, Mixed Plate
hbm:item.plate_gunmetal, Gunmetal Plate
hbm:item.plate_weaponsteel, Weapon Steel Plate
hbm:item.plate_saturnite, Saturnite Plate
hbm:item.plate_paa, PaA Alloy Plate
hbm:item.plate_polymer, Insulator
hbm:item.plate_kevlar, Kevlar Sheet
hbm:item.plate_dalekanium, Angry Metal
hbm:item.plate_desh, Desh Compound Plate
hbm:item.plate_bismuth, Bismuth Compound Plate
hbm:item.plate_euphemium, Euphemium Compound Plate
hbm:item.plate_dineutronium, Dineutronium Compound Plate
hbm:item.plate_armor_titanium, Titanium Armor Plate
hbm:item.plate_armor_ajr, Iron-Shod Armor Plating
hbm:item.plate_armor_hev, Reactive Armor Plating
hbm:item.plate_armor_lunar, Lunar Plating
hbm:item.plate_armor_fau, Fau Armor Plating
hbm:item.plate_armor_dnt, DNT Armor Plating
hbm:item.plate_cast:2600, Cast Iron Plate
hbm:item.plate_cast:7900, Cast Gold Plate
hbm:item.plate_cast:12626, Cast Schrabidium Plate
hbm:item.plate_cast:12600, Cast Ferric Schrabidate Plate
hbm:item.plate_cast:2200, Cast Titanium Plate
hbm:item.plate_cast:2900, Cast Copper Plate
hbm:item.plate_cast:7400, Cast Tungsten Plate
hbm:item.plate_cast:1300, Cast Aluminium Plate
hbm:item.plate_cast:8200, Cast Lead Plate
hbm:item.plate_cast:4000, Cast Zirconium Plate
hbm:item.plate_cast:7699, Cast Osmiridium Plate
hbm:item.plate_cast:30, Cast Steel Plate
hbm:item.plate_cast:32, Cast Advanced Alloy Plate
hbm:item.plate_cast:33, Cast High-Speed Steel Plate
hbm:item.plate_cast:42, Cast Desh Plate
hbm:item.plate_cast:37, Cast Ferrouranium Plate
hbm:item.plate_cast:36, Cast Technetium Steel Plate
hbm:item.plate_cast:43, Cast Cadmium Steel Plate
hbm:item.plate_cast:46, Cast Bismuth Bronze Plate
hbm:item.plate_cast:47, Cast Arsenic Bronze Plate
hbm:item.plate_cast:39, Cast Combine Steel Plate
hbm:item.plate_cast:50, Cast Weapon Steel Plate
hbm:item.plate_cast:34, Cast Saturnite Plate
hbm:item.plate_welded:2600, Welded Iron Plate
hbm:item.plate_welded:2200, Welded Titanium Plate
hbm:item.plate_welded:2900, Welded Copper Plate
hbm:item.plate_welded:7400, Welded Tungsten Plate
hbm:item.plate_welded:1300, Welded Aluminium Plate
hbm:item.plate_welded:4000, Welded Zirconium Plate
hbm:item.plate_welded:7699, Welded Osmiridium Plate
hbm:item.plate_welded:30, Welded Steel Plate
hbm:item.plate_welded:36, Welded Technetium Steel Plate
hbm:item.plate_welded:43, Welded Cadmium Steel Plate
hbm:item.plate_welded:39, Welded Combine Steel Plate
hbm:item.shell:2200, Titanium Shell
hbm:item.shell:2900, Copper Shell
hbm:item.shell:1300, Aluminium Shell
hbm:item.shell:30, Steel Shell
hbm:item.shell:50, Weapon Steel Shell
hbm:item.shell:34, Saturnite Shell
hbm:item.pipe:2600, Iron Pipe
hbm:item.pipe:2900, Copper Pipe
hbm:item.pipe:1300, Aluminium Pipe
hbm:item.pipe:8200, Lead Pipe
hbm:item.pipe:30, Steel Pipe
hbm:item.pipe:33, High-Speed Steel Pipe
hbm:item.pipe:20003, Rubber Pipe
hbm:item.heavy_component:2200, Heavy Titanium Component
hbm:item.heavy_component:2900, Heavy Copper Component
hbm:item.heavy_component:7400, Heavy Tungsten Component
hbm:item.heavy_component:1300, Heavy Aluminium Component
hbm:item.heavy_component:8200, Heavy Lead Component
hbm:item.heavy_component:30, Heavy Steel Component
hbm:item.heavy_component:32, Heavy Advanced Alloy Component
hbm:item.heavy_component:42, Heavy Desh Component
hbm:item.heavy_component:36, Heavy Technetium Steel Component
hbm:item.heavy_component:43, Heavy Cadmium Steel Component
hbm:item.bolt:7400, Tungsten Bolt
hbm:item.bolt:8200, Lead Bolt
hbm:item.bolt:30, Steel Bolt
hbm:item.bolt:33, High-Speed Steel Bolt
hbm:item.bolt_spike, Railroad Spike
hbm:item.hazmat_cloth, Hazmat Cloth
hbm:item.hazmat_cloth_red, Advanced Hazmat Cloth
hbm:item.hazmat_cloth_grey, Lead-Reinforced Hazmat Cloth
hbm:item.asbestos_cloth, Fire Proximity Cloth
hbm:item.rag, Cloth
hbm:item.rag_damp, Damp Cloth
hbm:item.rag_piss, Piss-Soaked Rag
hbm:item.filter_coal, Activated Carbon Filter
hbm:item.wire_fine:699, Carbon Wire
hbm:item.wire_fine:7900, Gold Wire
hbm:item.wire_fine:12626, Schrabidium Wire
hbm:item.wire_fine:2900, Copper Wire
hbm:item.wire_fine:7400, Tungsten Wire
hbm:item.wire_fine:1300, Aluminium Wire
hbm:item.wire_fine:8200, Lead Wire
hbm:item.wire_fine:4000, Zirconium Wire
hbm:item.wire_fine:30, Steel Wire
hbm:item.wire_fine:31, Minecraft Grade Copper Wire
hbm:item.wire_fine:32, Advanced Alloy Wire
hbm:item.wire_fine:38, Magnetized Tungsten Wire
hbm:item.wire_dense:7900, Dense Gold Wire
hbm:item.wire_dense:12626, Dense Schrabidium Wire
hbm:item.wire_dense:12600, Dense Ferric Schrabidate Wire
hbm:item.wire_dense:2200, Dense Titanium Wire
hbm:item.wire_dense:2900, Dense Copper Wire
hbm:item.wire_dense:7400, Dense Tungsten Wire
hbm:item.wire_dense:6000, Dense Neodymium Wire
hbm:item.wire_dense:4100, Dense Niobium Wire
hbm:item.wire_dense:31, Dense Minecraft Grade Copper Wire
hbm:item.wire_dense:32, Dense Advanced Alloy Wire
hbm:item.wire_dense:35, Dense Starmetal Wire
hbm:item.wire_dense:48, Dense BSCCO Wire
hbm:item.wire_dense:38, Dense Magnetized Tungsten Wire
hbm:item.wire_dense:45, Dense Dineutronium Wire
hbm:item.coil_copper, Copper Coil
hbm:item.coil_copper_torus, Ring Coil
hbm:item.coil_advanced_alloy, Super Conducting Coil
hbm:item.coil_advanced_torus, Super Conducting Ring Coil
hbm:item.coil_gold, Gold Coil
hbm:item.coil_gold_torus, Golden Ring Coil
hbm:item.coil_tungsten, Heating Coil
hbm:item.coil_magnetized_tungsten, 4000K High Temperature Super Conducting Coil
hbm:item.safety_fuse, Safety Fuse
hbm:item.tank_steel, Steel Tank
hbm:item.motor, Motor
hbm:item.motor_desh, Desh Motor
hbm:item.motor_bismuth, Bismuth Motor
hbm:item.centrifuge_element, Centrifuge Element
hbm:item.reactor_core, Breeding Reactor Core
hbm:item.rtg_unit, RTG Unit
hbm:item.pipes_steel, Steel Pipes
hbm:item.drill_titanium, Titanium Drill
hbm:item.photo_panel, Photovoltaic Panel
hbm:item.chlorine_pinwheel, Chlorine Pinwheel
hbm:item.ring_starmetal, §9Starmetal Ring§r
hbm:item.deuterium_filter, Deuterium Filter
hbm:item.chemical_dye:0, Chemical Dye (Black)
hbm:item.chemical_dye:1, Chemical Dye (Red)
hbm:item.chemical_dye:2, Chemical Dye (Green)
hbm:item.chemical_dye:3, Chemical Dye (Brown)
hbm:item.chemical_dye:4, Chemical Dye (Blue)
hbm:item.chemical_dye:5, Chemical Dye (Purple)
hbm:item.chemical_dye:6, Chemical Dye (Cyan)
hbm:item.chemical_dye:7, Chemical Dye (Light Gray)
hbm:item.chemical_dye:8, Chemical Dye (Gray)
hbm:item.chemical_dye:9, Chemical Dye (Pink)
hbm:item.chemical_dye:10, Chemical Dye (Lime)
hbm:item.chemical_dye:11, Chemical Dye (Yellow)
hbm:item.chemical_dye:12, Chemical Dye (Light Blue)
hbm:item.chemical_dye:13, Chemical Dye (Magenta)
hbm:item.chemical_dye:14, Chemical Dye (Orange)
hbm:item.chemical_dye:15, Chemical Dye (White)
hbm:item.crayon:0, Black Crayon
hbm:item.crayon:1, Red Crayon
hbm:item.crayon:2, Green Crayon
hbm:item.crayon:3, Brown Crayon
hbm:item.crayon:4, Blue Crayon
hbm:item.crayon:5, Purple Crayon
hbm:item.crayon:6, Cyan Crayon
hbm:item.crayon:7, Light Gray Crayon
hbm:item.crayon:8, Gray Crayon
hbm:item.crayon:9, Pink Crayon
hbm:item.crayon:10, Lime Crayon
hbm:item.crayon:11, Yellow Crayon
hbm:item.crayon:12, Light Blue Crayon
hbm:item.crayon:13, Magenta Crayon
hbm:item.crayon:14, Orange Crayon
hbm:item.crayon:15, White Crayon
hbm:item.part_generic:0, Pneumatic Piston
hbm:item.part_generic:1, Hydraulic Piston
hbm:item.part_generic:2, Electric Piston
hbm:item.part_generic:3, Low-Density Element
hbm:item.part_generic:4, Heavy Duty Element
hbm:item.part_generic:5, Polarized Lens
hbm:item.item_secret:0, Composition SB-26
hbm:item.item_secret:1, Proprietary Control Unit
hbm:item.item_secret:2, Selenium Steel
hbm:item.item_secret:3, Aberrator Part
hbm:item.item_secret:4, Folly Part
hbm:item.ingot_metal:0, item.ingot_metal.scrap.name
hbm:item.ingot_metal:1, Metal Ingot
hbm:item.ingot_metal:2, Counter
hbm:item.ingot_metal:3, Metal Key
hbm:item.ingot_metal:4, Radio Homing Beacon
hbm:item.ingot_metal:5, Metal Casing
hbm:item.ingot_metal:6, Clockwork
hbm:item.ingot_metal:7, Metal Bar
hbm:item.ingot_metal:8, Detector
hbm:item.parts_legendary:0, Legendary Parts
hbm:item.parts_legendary:1, Legendary Parts
hbm:item.parts_legendary:2, Legendary Parts
hbm:item.gear_large:0, Large Gear
hbm:item.gear_large:1, Large Steel Gear
hbm:item.sawblade, Sawblade
hbm:item.part_barrel_light:30, Light Steel Barrel
hbm:item.part_barrel_light:33, Light High-Speed Steel Barrel
hbm:item.part_barrel_light:42, Light Desh Barrel
hbm:item.part_barrel_light:36, Light Technetium Steel Barrel
hbm:item.part_barrel_light:43, Light Cadmium Steel Barrel
hbm:item.part_barrel_light:46, Light Bismuth Bronze Barrel
hbm:item.part_barrel_light:47, Light Arsenic Bronze Barrel
hbm:item.part_barrel_light:49, Light Gunmetal Barrel
hbm:item.part_barrel_light:50, Light Weapon Steel Barrel
hbm:item.part_barrel_light:34, Light Saturnite Barrel
hbm:item.part_barrel_heavy:30, Heavy Steel Barrel
hbm:item.part_barrel_heavy:33, Heavy High-Speed Steel Barrel
hbm:item.part_barrel_heavy:42, Heavy Desh Barrel
hbm:item.part_barrel_heavy:37, Heavy Ferrouranium Barrel
hbm:item.part_barrel_heavy:36, Heavy Technetium Steel Barrel
hbm:item.part_barrel_heavy:43, Heavy Cadmium Steel Barrel
hbm:item.part_barrel_heavy:49, Heavy Gunmetal Barrel
hbm:item.part_barrel_heavy:50, Heavy Weapon Steel Barrel
hbm:item.part_barrel_heavy:34, Heavy Saturnite Barrel
hbm:item.part_receiver_light:30, Light Steel Receiver
hbm:item.part_receiver_light:33, Light High-Speed Steel Receiver
hbm:item.part_receiver_light:42, Light Desh Receiver
hbm:item.part_receiver_light:36, Light Technetium Steel Receiver
hbm:item.part_receiver_light:43, Light Cadmium Steel Receiver
hbm:item.part_receiver_light:46, Light Bismuth Bronze Receiver
hbm:item.part_receiver_light:47, Light Arsenic Bronze Receiver
hbm:item.part_receiver_light:49, Light Gunmetal Receiver
hbm:item.part_receiver_light:50, Light Weapon Steel Receiver
hbm:item.part_receiver_light:34, Light Saturnite Receiver
hbm:item.part_receiver_heavy:33, Heavy High-Speed Steel Receiver
hbm:item.part_receiver_heavy:37, Heavy Ferrouranium Receiver
hbm:item.part_receiver_heavy:36, Heavy Technetium Steel Receiver
hbm:item.part_receiver_heavy:43, Heavy Cadmium Steel Receiver
hbm:item.part_receiver_heavy:46, Heavy Bismuth Bronze Receiver
hbm:item.part_receiver_heavy:47, Heavy Arsenic Bronze Receiver
hbm:item.part_receiver_heavy:49, Heavy Gunmetal Receiver
hbm:item.part_receiver_heavy:50, Heavy Weapon Steel Receiver
hbm:item.part_receiver_heavy:34, Heavy Saturnite Receiver
hbm:item.part_mechanism:49, Gunmetal Mechanism
hbm:item.part_mechanism:50, Weapon Steel Mechanism
hbm:item.part_mechanism:34, Saturnite Mechanism
hbm:item.part_stock:3, Wood Stock
hbm:item.part_stock:42, Desh Stock
hbm:item.part_stock:49, Gunmetal Stock
hbm:item.part_stock:50, Weapon Steel Stock
hbm:item.part_stock:34, Saturnite Stock
hbm:item.part_stock:20001, Polymer Stock
hbm:item.part_stock:20002, Bakelite Stock
hbm:item.part_stock:20004, Hard Plastic Stock
hbm:item.part_stock:20005, PVC Stock
hbm:item.part_grip:3, Wood Grip
hbm:item.part_grip:4, Ivory Grip
hbm:item.part_grip:30, Steel Grip
hbm:item.part_grip:33, High-Speed Steel Grip
hbm:item.part_grip:42, Desh Grip
hbm:item.part_grip:49, Gunmetal Grip
hbm:item.part_grip:50, Weapon Steel Grip
hbm:item.part_grip:34, Saturnite Grip
hbm:item.part_grip:20001, Polymer Grip
hbm:item.part_grip:20002, Bakelite Grip
hbm:item.part_grip:20003, Rubber Grip
hbm:item.part_grip:20004, Hard Plastic Grip
hbm:item.part_grip:20005, PVC Grip
hbm:item.plant_item:0, Tobacco
hbm:item.plant_item:1, Rope
hbm:item.plant_item:2, Mustard Willow Leaf
hbm:item.entanglement_kit, Entanglement Kit
hbm:item.fins_flat, Flat Steel Casing
hbm:item.fins_small_steel, Small Steel Grid Fins
hbm:item.fins_big_steel, Big Steel Grid Fins
hbm:item.fins_tri_steel, Large Steel Fins
hbm:item.fins_quad_titanium, Small Titanium Fins
hbm:item.sphere_steel, Steel Sphere
hbm:item.pedestal_steel, Steel Pedestal
hbm:item.dysfunctional_reactor, Dysfunctional Nuclear Reactor
hbm:item.blade_titanium, Titanium Blade
hbm:item.blade_tungsten, Tungsten Reinforced Blade
hbm:item.turbine_titanium, Titanium Steam Turbine
hbm:item.turbine_tungsten, Reinforced Turbofan Blades
hbm:item.flywheel_beryllium, Beryllium Flywheel
hbm:item.toothpicks, Toothpicks
hbm:item.ducttape, Duct Tape
hbm:item.catalyst_clay, Clay Catalyst
hbm:item.missile_assembly, Small Missile Assembly
hbm:item.warhead_generic_small, Small Warhead
hbm:item.warhead_generic_medium, Medium Warhead
hbm:item.warhead_generic_large, Large Warhead
hbm:item.warhead_incendiary_small, Small Incendiary Warhead
hbm:item.warhead_incendiary_medium, Medium Incendiary Warhead
hbm:item.warhead_incendiary_large, Large Incendiary Warhead
hbm:item.warhead_cluster_small, Small Cluster Warhead
hbm:item.warhead_cluster_medium, Medium Cluster Warhead
hbm:item.warhead_cluster_large, Large Cluster Warhead
hbm:item.warhead_buster_small, Small Bunker Buster Warhead
